onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.67	12	2	1
6.087	2.5	0	3	2.69	12	2	2
11.14	2.5	0	3	2.71	7	2	1
16.344	2.5	0	3	2.83	7	2	2
21.537	2.5	0	3	2.78	4	1	1
26.572	2.5	0	3	2.92	4	1	2
31.806	2.5	0	3	2.73	9	2	1
37.026	2.5	0	3	2.76	9	2	2
42.127	2.5	0	3	2.85	12	2	1
47.247	2.5	0	3	2.66	12	2	2
52.485	2.5	0	3	2.7	12	2	1
57.429	2.5	0	3	2.76	12	2	2
62.51	2.5	0	3	2.57	5	1	1
67.601	2.5	0	3	2.56	5	1	2
72.602	2.5	0	3	2.52	3	1	1
77.531	2.5	0	3	2.8	3	1	2
82.466	2.5	0	3	2.65	10	2	1
87.59	2.5	0	3	2.52	10	2	2
92.354	2.5	0	3	2.8	10	2	1
97.569	2.5	0	3	2.66	10	2	2
102.69	2.5	0	3	2.81	8	2	1
107.843	2.5	0	3	2.67	8	2	2
121	2.5	0	3	2.68	8	2	1
126.159	2.5	0	3	2.92	8	2	2
131.46	2.5	0	3	2.92	11	2	1
136.811	2.5	0	3	2.82	11	2	2
141.985	2.5	0	3	2.73	5	1	1
147.065	2.5	0	3	2.68	5	1	2
152.107	2.5	0	3	2.54	2	1	1
157.146	2.5	0	3	2.95	2	1	2
162.097	2.5	0	3	2.63	2	1	1
167.158	2.5	0	3	2.63	2	1	2
172.249	2.5	0	3	2.85	6	1	1
177.474	2.5	0	3	3.14	6	1	2
191.001	2.5	0	3	2.68	4	1	1
196.073	2.5	1	0	2.61	4	1	2
211.001	2.5	0	3	2.62	2	1	1
216	2.5	0	3	2.52	2	1	2
221.001	2.5	0	3	2.8	7	2	1
226.284	2.5	0	3	2.71	7	2	2
231.332	2.5	0	3	2.53	4	1	1
236.347	2.5	0	3	2.73	4	1	2
241.287	2.5	0	3	2.58	3	1	1
246.151	2.5	0	3	2.92	3	1	2
251.407	2.5	0	3	2.77	1	1	1
256.542	2.5	0	3	2.96	1	1	2
261.726	2.5	0	3	2.91	9	2	1
266.964	2.5	0	3	2.82	9	2	2
272.113	2.5	0	3	2.73	11	2	1
277.154	2.5	0	3	2.73	11	2	2
282.32	2.5	0	3	2.89	1	1	1
287.469	2.5	0	3	2.77	1	1	2
292.63	2.5	0	3	2.9	7	2	1
297.814	2.5	0	3	2.9	7	2	2
302.963	2.5	1	0	1.92	6	1	1
307.069	2.5	0	3	2.96	6	1	2
321	2.5	0	3	2.78	8	2	1
326.187	2.5	0	3	2.98	8	2	2
331.488	2.5	0	3	2.67	5	1	1
336.558	2.5	0	3	2.52	5	1	2
341.535	2.5	0	3	2.52	6	1	1
346.566	2.5	0	3	2.85	6	1	2
361.001	2.5	0	3	2.75	11	2	1
366.137	2.5	0	3	2.58	11	2	2
371.15	2.5	0	3	2.51	9	2	1
376.168	2.5	1	0	2.67	9	2	2
381.238	2.5	1	0	2.25	3	1	1
386.002	2.5	0	3	2.47	3	1	2
391.002	2.5	0	3	2.57	1	1	1
396.001	2.5	0	3	2.75	1	1	2
401.021	2.5	1	0	2.15	10	2	1
406.002	2.5	1	0	2.5	10	2	2
