onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.002	2.5	0	3	2.47	6	1	1
6.109	2.5	0	3	2.34	6	1	2
11.296	2.5	0	3	2.38	8	2	1
16.301	2.5	0	3	2.45	8	2	2
31.002	2.5	0	3	2.47	9	2	1
36.075	2.5	0	3	3.03	9	2	2
41.748	2.5	0	3	2.47	7	2	1
46.778	2.5	0	3	2.86	7	2	2
61.002	2.5	0	3	2.4	11	2	1
66.035	2.5	0	3	2.31	11	2	2
71.183	2.5	0	3	2.24	5	1	1
76.001	2.5	0	3	2.27	5	1	2
81.001	2.5	0	3	2.41	9	2	1
86	2.5	0	3	2.67	9	2	2
91.369	2.5	0	3	2.35	3	1	1
96.46	2.5	0	3	2.53	3	1	2
101.54	2.5	0	3	2.53	4	1	1
106.718	2.5	0	3	2.36	4	1	2
111.639	2.5	0	3	2.55	2	1	1
116.723	2.5	0	3	2.55	2	1	2
121.943	2.5	0	3	2.48	7	2	1
126.977	2.5	0	3	2.29	7	2	2
131.757	2.5	0	3	2.4	4	1	1
136.767	2.5	0	3	2.56	4	1	2
141.981	2.5	0	3	2.54	12	2	1
147.197	2.5	0	3	2.6	12	2	2
152.405	2.5	0	3	2.52	3	1	1
157.513	2.5	0	3	2.73	3	1	2
171.001	2.5	0	3	2.42	2	1	1
176.078	2.5	0	3	2.43	2	1	2
181.107	2.5	0	3	2.47	10	2	1
186.304	2.5	0	3	2.45	10	2	2
191.255	2.5	0	3	2.45	12	2	1
196.247	2.5	0	3	2.48	12	2	2
201.501	2.5	0	3	2.38	1	1	1
206.567	2.5	0	3	2.33	1	1	2
211.475	2.5	0	3	2.53	7	2	1
216.735	2.5	0	3	2.48	7	2	2
221.899	2.5	0	3	2.48	3	1	1
226.984	2.5	0	3	2.53	3	1	2
232.164	2.5	0	3	2.54	11	2	1
237.323	2.5	0	3	2.4	11	2	2
242.42	2.5	0	3	2.4	10	2	1
247.421	2.5	0	3	2.39	10	2	2
252.41	2.5	0	3	2.48	9	2	1
257.445	2.5	0	3	2.44	9	2	2
263.318	2.5	0	3	2.23	12	2	1
268.092	2.5	0	3	2.29	12	2	2
272.872	2.5	0	3	2.34	8	2	1
277.7	2.5	0	3	2.6	8	2	2
283.051	2.5	0	3	2.51	6	1	1
288.152	2.5	0	3	2.47	6	1	2
293.277	2.5	0	3	2.46	2	1	1
298.511	2.5	0	3	2.47	2	1	2
303.552	2.5	0	3	2.59	8	2	1
308.694	2.5	0	3	2.74	8	2	2
314.089	2.5	0	3	2.34	11	2	1
318.913	2.5	1	0	2.66	11	2	2
324.191	2.5	0	3	2.47	1	1	1
329.403	2.5	0	3	2.52	1	1	2
334.637	2.5	0	3	2.51	10	2	1
339.796	2.5	0	3	2.9	10	2	2
345.039	2.5	0	3	2.56	5	1	1
350.416	2.5	0	3	2.46	5	1	2
355.625	2.5	0	3	2.4	1	1	1
360.677	2.5	0	3	2.58	1	1	2
371	2.5	0	3	2.55	4	1	1
376.223	2.5	0	3	2.41	4	1	2
391.001	2.5	0	3	2.4	5	1	1
396.105	2.5	0	3	2.27	5	1	2
401.337	2.5	0	3	2.45	6	1	1
406.523	2.5	0	3	2.53	6	1	2
