onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.002	2.5	0	3	2.32	6	1	1
6.002	2.5	0	3	2.39	6	1	2
11	2.5	0	3	2.5	5	1	1
16	2.5	0	3	2.44	5	1	2
21	2.5	1	0	2.62	8	2	1
26.134	2.5	0	3	2.36	8	2	2
31.001	2.5	0	3	2.48	7	2	1
36.001	2.5	0	3	2.57	7	2	2
51	2.5	0	3	2.44	7	2	1
56.003	2.5	0	3	2.62	7	2	2
61	2.5	0	3	2.38	5	1	1
66.191	2.5	0	3	2.42	5	1	2
71.086	2.5	0	3	2.37	10	2	1
76	2.5	0	3	2.5	10	2	2
81	2.5	0	3	2.6	9	2	1
86.053	2.5	0	3	2.53	9	2	2
91.152	2.5	0	3	2.29	1	1	1
96.09	2.5	0	3	2.23	1	1	2
101	2.5	0	3	2.4	3	1	1
106	2.5	0	3	2.56	3	1	2
121	2.5	0	3	2.33	11	2	1
126.002	2.5	0	3	2.35	11	2	2
131	2.5	0	3	2.37	11	2	1
136.002	2.5	0	3	2.5	11	2	2
141.002	2.5	0	3	2.39	5	1	1
146	2.5	0	3	2.53	5	1	2
151.016	2.5	0	3	2.45	9	2	1
156.083	2.5	0	3	2.38	9	2	2
171.003	2.5	0	3	2.39	6	1	1
176	2.5	0	3	2.45	6	1	2
181.002	2.5	0	3	2.47	12	2	1
186	2.5	0	3	2.47	12	2	2
191	2.5	0	3	2.41	3	1	1
196.002	2.5	0	3	2.33	3	1	2
201	2.5	0	3	2.31	2	1	1
206	2.5	0	3	2.43	2	1	2
211.001	2.5	0	3	2.32	9	2	1
216.003	2.5	0	3	2.38	9	2	2
221.144	2.5	0	3	2.36	4	1	1
226.041	2.5	0	3	2.41	4	1	2
231	2.5	0	3	2.28	11	2	1
236.002	2.5	0	3	2.36	11	2	2
241.007	2.5	1	0	0	2	1	1
246.486	2.5	0	3	2.21	2	1	2
251.188	2.5	0	3	2.47	3	1	1
256.136	2.5	0	3	2.26	3	1	2
261.003	2.5	0	3	2.43	10	2	1
266.002	2.5	0	3	2.38	10	2	2
271.002	2.5	0	3	2.35	10	2	1
276	2.5	0	3	2.26	10	2	2
281	2.5	0	3	2.63	1	1	1
286.135	2.5	0	3	2.43	1	1	2
291.049	2.5	1	0	0	12	2	1
296.6	2.5	0	3	2.29	12	2	2
301.335	2.5	0	3	2.29	4	1	1
306	2.5	0	3	2.22	4	1	2
311.002	2.5	0	3	2.36	12	2	1
316.001	2.5	0	3	2.32	12	2	2
331	2.5	0	3	2.45	6	1	1
336	2.5	0	3	2.34	6	1	2
341	2.5	0	3	2.26	4	1	1
346.002	2.5	0	3	2.29	4	1	2
351	2.5	0	3	2.63	7	2	1
356.116	2.5	0	3	2.35	7	2	2
361.001	2.5	0	3	2.26	8	2	1
366	2.5	0	3	2.4	8	2	2
371	2.5	0	3	2.52	2	1	1
376.003	2.5	0	3	2.57	2	1	2
391.002	2.5	0	3	2.39	1	1	1
396.002	2.5	0	3	2.45	1	1	2
401.002	2.5	0	3	2.32	8	2	1
406	2.5	0	3	2.39	8	2	2
