onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	2.54	5	1	1
6.413	2.5	0	3	2.47	5	1	2
21.002	2.5	0	3	2.87	5	1	1
26.541	2.5	1	0	2.32	5	1	2
31.631	2.5	0	3	2.66	3	1	1
37.103	2.5	0	3	2.59	3	1	2
42.577	2.5	0	3	2.69	11	2	1
48.198	2.5	0	3	2.63	11	2	2
53.802	2.5	1	0	2.45	8	2	1
58.869	2.5	0	3	2.88	8	2	2
64.208	2.5	1	0	2.02	1	1	1
68.875	2.5	0	3	2.97	1	1	2
74.572	2.5	0	3	2.72	2	1	1
80.001	2.5	0	3	2.84	2	1	2
85.445	2.5	0	3	2.7	1	1	1
90.712	2.5	0	3	3.09	1	1	2
96.191	2.5	0	3	2.75	5	1	1
101.632	2.5	0	3	2.53	5	1	2
106.825	2.5	0	3	2.36	3	1	1
111.654	2.5	0	3	2.69	3	1	2
116.759	2.5	1	0	2.79	4	1	1
122.295	2.5	0	3	3.02	4	1	2
131	2.5	0	3	2.51	10	2	1
136.175	2.5	0	3	2.56	10	2	2
151.002	2.5	1	0	1.74	7	2	1
156.003	2.5	1	0	2.62	7	2	2
161.264	2.5	0	3	2.63	6	1	1
166.727	2.5	0	3	2.52	6	1	2
172.007	2.5	1	0	2.1	1	1	1
176.746	2.5	0	3	3.11	1	1	2
182.066	2.5	0	3	2.76	4	1	1
187.531	2.5	0	3	2.58	4	1	2
192.893	2.5	0	3	2.95	6	1	1
198.413	2.5	0	3	2.77	6	1	2
203.922	2.5	1	0	0	2	1	1
210.036	2.5	1	0	2.08	2	1	2
214.349	2.5	0	3	2.61	9	2	1
219.745	2.5	0	3	2.86	9	2	2
225.358	2.5	0	3	2.88	4	1	1
230.923	2.5	0	3	2.79	4	1	2
236.357	2.5	1	0	1.57	10	2	1
240.347	2.5	0	3	3.54	10	2	2
251.003	2.5	0	3	2.61	10	2	1
256.319	2.5	1	0	2.71	10	2	2
261.73	2.5	1	0	2.68	8	2	1
267.26	2.5	0	3	2.5	8	2	2
272.508	2.5	1	0	2.7	7	2	1
278.221	2.5	0	3	3.63	7	2	2
284.244	2.5	0	3	2.76	3	1	1
289.775	2.5	0	3	2.52	3	1	2
295.168	2.5	0	3	2.44	12	2	1
300.28	2.5	0	3	2.23	12	2	2
305.218	2.5	0	3	2.42	11	2	1
310.377	2.5	0	3	2.47	11	2	2
321.002	2.5	0	3	2.03	12	2	1
326.003	2.5	1	0	1.73	12	2	2
331.001	2.5	0	3	3.11	2	1	1
336.218	2.5	1	0	2.07	2	1	2
341.052	2.5	0	3	2.7	11	2	1
346.083	2.5	0	3	2.54	11	2	2
351.261	2.5	1	0	2.71	7	2	1
356.31	2.5	0	3	2.18	7	2	2
361	2.5	0	3	3.04	12	2	1
366.181	2.5	0	3	2.43	12	2	2
371.159	2.5	0	3	2.62	6	1	1
376.724	2.5	1	0	1.8	6	1	2
381.179	2.5	0	3	2.37	9	2	1
386.316	2.5	1	0	0	9	2	2
392.358	2.5	0	3	2.24	8	2	1
397.541	2.5	1	0	2.06	8	2	2
402.128	2.5	0	3	1.91	9	2	1
406.764	2.5	0	3	2.07	9	2	2
