onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	2.87	12	2	1
6.752	2.5	0	3	2.33	12	2	2
11.959	2.5	0	3	2.67	1	1	1
17.278	2.5	0	3	2.27	1	1	2
22.11	2.5	0	3	2.42	2	1	1
27.265	2.5	0	3	2.42	2	1	2
32.443	2.5	0	3	2.74	1	1	1
38.089	2.5	0	3	2.81	1	1	2
51	2.5	0	3	2.41	7	2	1
56.002	2.5	1	0	1.86	7	2	2
61	2.5	0	3	2.76	4	1	1
66.114	2.5	0	3	2.75	4	1	2
71.617	2.5	0	3	2.56	3	1	1
76.803	2.5	0	3	2.49	3	1	2
82.001	2.5	0	3	2.51	8	2	1
87.324	2.5	0	3	2.36	8	2	2
92.579	2.5	0	3	2.51	10	2	1
97.642	2.5	1	0	2.82	10	2	2
111	2.5	0	3	3.04	10	2	1
116.318	2.5	0	3	2.5	10	2	2
121.638	2.5	0	3	2.49	2	1	1
126.822	2.5	0	3	2.71	2	1	2
132.309	2.5	0	3	2.55	6	1	1
138.304	2.5	0	3	2.49	6	1	2
143.63	2.5	0	3	2.36	5	1	1
148.563	2.5	0	3	2.44	5	1	2
154	2.5	1	0	1.87	4	1	1
157.029	2.5	0	3	2.44	4	1	2
162.234	2.5	0	3	2.52	7	2	1
167.622	2.5	0	3	2.18	7	2	2
172.652	2.5	0	3	2.84	3	1	1
177.996	2.5	0	3	2.78	3	1	2
183.324	2.5	0	3	2.59	11	2	1
188.709	2.5	0	3	2.92	11	2	2
194.237	2.5	0	3	2.5	5	1	1
199.547	2.5	0	3	2.48	5	1	2
204.771	2.5	1	0	2.31	6	1	1
209.548	2.5	0	3	2.6	6	1	2
214.772	2.5	0	3	2.3	10	2	1
219.85	2.5	0	3	2.3	10	2	2
225.004	2.5	0	3	2.33	3	1	1
230.052	2.5	0	3	2.41	3	1	2
235.153	2.5	0	3	2.71	9	2	1
240.711	2.5	1	0	2.16	9	2	2
245.436	2.5	0	3	2.62	2	1	1
250.741	2.5	0	3	2.93	2	1	2
256.103	2.5	0	3	2.91	12	2	1
261.866	2.5	0	3	2.61	12	2	2
267.045	2.5	0	3	2.49	7	2	1
272.332	2.5	0	3	2.82	7	2	2
277.533	2.5	1	0	2.35	9	2	1
282.564	2.5	0	3	2.47	9	2	2
287.592	2.5	0	3	2.22	1	1	1
292.71	2.5	1	0	2.89	1	1	2
298.356	2.5	0	3	2.34	4	1	1
303.736	2.5	1	0	1.62	4	1	2
307.729	2.5	0	3	2.81	9	2	1
313.224	2.5	0	3	2.5	9	2	2
321.001	2.5	0	3	2.5	8	2	1
326.001	2.5	0	3	2.3	8	2	2
331.002	2.5	0	3	2.51	11	2	1
336.168	2.5	0	3	2.3	11	2	2
341.06	2.5	1	0	2.13	5	1	1
346	2.5	0	3	2.85	5	1	2
351.306	2.5	0	3	2.84	8	2	1
356.762	2.5	0	3	2.42	8	2	2
361.948	2.5	0	3	2.79	12	2	1
367.585	2.5	0	3	2.66	12	2	2
381	2.5	1	0	2.07	11	2	1
386	2.5	0	3	2.75	11	2	2
401.002	2.5	0	3	2.24	6	1	1
406.214	2.5	0	3	2.23	6	1	2
