onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.35	9	2	1
6.002	2.5	0	3	2.47	9	2	2
11.003	2.5	0	3	2.68	8	2	1
16	2.5	0	3	2.68	8	2	2
21.001	2.5	0	3	2.8	2	1	1
26	2.5	0	3	2.56	2	1	2
31.075	2.5	0	3	2.36	12	2	1
36.028	2.5	0	3	2.52	12	2	2
41.011	2.5	0	3	2.48	12	2	1
46.003	2.5	0	3	2.74	12	2	2
51.002	2.5	0	3	2.51	7	2	1
56.002	2.5	0	3	2.59	7	2	2
61.002	2.5	0	3	2.57	11	2	1
66.003	2.5	0	3	2.37	11	2	2
71.001	2.5	1	0	2.73	10	2	1
76	2.5	0	3	2.44	10	2	2
91.003	2.5	0	3	2.66	3	1	1
96.146	2.5	0	3	2.74	3	1	2
101.113	2.5	0	3	2.48	10	2	1
106.116	2.5	0	3	2.43	10	2	2
111.001	2.5	0	3	2.16	4	1	1
116	2.5	0	3	2.57	4	1	2
121.001	2.5	0	3	2.77	1	1	1
126.026	2.5	0	3	2.26	1	1	2
131	2.5	0	3	2.52	8	2	1
136.004	2.5	0	3	2.51	8	2	2
141.064	2.5	0	3	2.4	4	1	1
146.001	2.5	0	3	2.59	4	1	2
151.001	2.5	0	3	2.46	6	1	1
156.001	2.5	0	3	2.48	6	1	2
171.001	2.5	0	3	2.42	3	1	1
176.001	2.5	0	3	2.61	3	1	2
181	2.5	0	3	2.42	4	1	1
186	2.5	0	3	2.41	4	1	2
191	2.5	0	3	2.29	5	1	1
196	2.5	0	3	2.54	5	1	2
201	2.5	0	3	2.46	11	2	1
206.001	2.5	0	3	2.3	11	2	2
211.002	2.5	0	3	2.43	8	2	1
216.001	2.5	0	3	2.36	8	2	2
221.002	2.5	0	3	2.46	2	1	1
226	2.5	0	3	2.18	2	1	2
231.001	2.5	0	3	2.27	1	1	1
236.002	2.5	0	3	2.16	1	1	2
241	2.5	0	3	2.25	5	1	1
246	2.5	0	3	2.2	5	1	2
251	2.5	0	3	2.32	11	2	1
256.002	2.5	0	3	2.2	11	2	2
261	2.5	0	3	2.33	6	1	1
266.001	2.5	0	3	3.02	6	1	2
271.003	2.5	0	3	2.26	5	1	1
276.001	2.5	0	3	2.38	5	1	2
291.002	2.5	0	3	2.37	9	2	1
296.003	2.5	0	3	2.32	9	2	2
301.001	2.5	0	3	2.46	7	2	1
306.111	2.5	0	3	2.56	7	2	2
311.002	2.5	0	3	2.18	1	1	1
316.001	2.5	0	3	2.24	1	1	2
321	2.5	0	3	2.46	9	2	1
326.002	2.5	0	3	2.39	9	2	2
341.001	2.5	0	3	2.26	7	2	1
346	2.5	0	3	2.37	7	2	2
351.001	2.5	0	3	2.46	6	1	1
356.089	2.5	0	3	2.16	6	1	2
361.001	2.5	0	3	2.03	2	1	1
366.067	2.5	0	3	2.04	2	1	2
381	2.5	0	3	2.55	10	2	1
386.001	2.5	0	3	2.61	10	2	2
391.137	2.5	0	3	2.42	12	2	1
396.002	2.5	0	3	2.55	12	2	2
401	2.5	0	3	2.29	3	1	1
406.01	2.5	0	3	2.34	3	1	2
