onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	2.16	12	2	1
6	2.5	0	3	2.06	12	2	2
11.001	2.5	0	3	1.83	7	2	1
16.001	2.5	0	3	2	7	2	2
21	2.5	0	3	1.91	4	1	1
26.001	2.5	0	3	1.61	4	1	2
31.002	2.5	0	3	2.01	9	2	1
36.001	2.5	0	3	1.95	9	2	2
41.001	2.5	0	3	2.07	12	2	1
46.001	2.5	0	3	2.15	12	2	2
51	2.5	0	3	2.16	12	2	1
56	2.5	0	3	1.96	12	2	2
61.003	2.5	0	3	1.94	5	1	1
66	2.5	0	3	1.89	5	1	2
71	2.5	0	3	1.73	3	1	1
76	2.5	0	3	1.89	3	1	2
81	2.5	0	3	1.95	10	2	1
86.001	2.5	0	3	1.81	10	2	2
91	2.5	0	3	1.95	10	2	1
96	2.5	0	3	1.78	10	2	2
101	2.5	0	3	1.87	8	2	1
106	2.5	0	3	2.36	8	2	2
121	2.5	0	3	1.87	8	2	1
126.001	2.5	0	3	2.38	8	2	2
131	2.5	0	3	2.24	11	2	1
136	2.5	0	3	2.01	11	2	2
141	2.5	0	3	1.81	5	1	1
146	2.5	0	3	1.95	5	1	2
151.003	2.5	0	3	1.66	2	1	1
156	2.5	0	3	1.74	2	1	2
161	2.5	0	3	1.67	2	1	1
166.001	2.5	0	3	1.76	2	1	2
171.001	2.5	0	3	1.68	6	1	1
176.001	2.5	0	3	1.77	6	1	2
191.001	2.5	0	3	1.7	4	1	1
196	2.5	0	3	1.7	4	1	2
211.002	2.5	0	3	1.77	2	1	1
216	2.5	0	3	1.72	2	1	2
221.002	2.5	0	3	1.69	7	2	1
226.001	2.5	0	3	1.65	7	2	2
231	2.5	1	0	1.88	4	1	1
236.002	2.5	0	3	1.81	4	1	2
241	2.5	0	3	1.88	3	1	1
246	2.5	0	3	1.76	3	1	2
251.001	2.5	0	3	1.84	1	1	1
256	2.5	0	3	1.92	1	1	2
261.002	2.5	0	3	1.89	9	2	1
266	2.5	0	3	1.91	9	2	2
271	2.5	0	3	1.97	11	2	1
276	2.5	0	3	1.94	11	2	2
281	2.5	0	3	1.92	1	1	1
286.001	2.5	0	3	1.87	1	1	2
291	2.5	0	3	2.1	7	2	1
296.002	2.5	0	3	1.99	7	2	2
301	2.5	0	3	2.04	6	1	1
306	2.5	0	3	1.69	6	1	2
321.001	2.5	0	3	2.27	8	2	1
326.001	2.5	0	3	1.63	8	2	2
331	2.5	0	3	1.84	5	1	1
336	2.5	0	3	1.86	5	1	2
341	2.5	0	3	1.75	6	1	1
346.003	2.5	0	3	1.74	6	1	2
361.001	2.5	0	3	2.03	11	2	1
366	2.5	0	3	1.89	11	2	2
371	2.5	0	3	1.89	9	2	1
376	2.5	1	0	2.59	9	2	2
381.185	2.5	0	3	1.79	3	1	1
386	2.5	0	3	1.89	3	1	2
391	2.5	0	3	1.81	1	1	1
396.001	2.5	0	3	1.9	1	1	2
401	2.5	0	3	1.86	10	2	1
406.001	2.5	0	3	2.39	10	2	2
