onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.32	3	1	1
6.024	2.5	0	3	2.49	3	1	2
11.225	2.5	0	3	2.42	9	2	1
16.285	2.5	0	3	2.46	9	2	2
21.413	2.5	0	3	2.49	4	1	1
26.62	2.5	0	3	2.37	4	1	2
41	2.5	0	3	2.41	9	2	1
46.15	2.5	0	3	2.4	9	2	2
51.295	2.5	0	3	2.37	4	1	1
56.312	2.5	0	3	2.37	4	1	2
61.223	2.5	0	3	2.4	5	1	1
66.328	2.5	0	3	2.39	5	1	2
71.376	2.5	0	3	2.33	8	2	1
76.512	2.5	0	3	2.44	8	2	2
91	2.5	0	3	2.5	4	1	1
96.252	2.5	0	3	2.47	4	1	2
101.424	2.5	0	3	2.49	12	2	1
106.561	2.5	0	3	2.34	12	2	2
111.683	2.5	0	3	2.58	6	1	1
117.569	2.5	0	3	2.46	6	1	2
122.763	2.5	0	3	2.32	12	2	1
127.84	2.5	1	0	2.93	12	2	2
133.547	2.5	0	3	2.58	11	2	1
139.515	2.5	0	3	2.58	11	2	2
145.488	2.5	0	3	2.34	2	1	1
150.468	2.5	0	3	2.42	2	1	2
155.548	2.5	0	3	2.47	7	2	1
160.686	2.5	1	0	0	7	2	2
166.603	2.5	0	3	2.58	9	2	1
172.444	2.5	0	3	2.51	9	2	2
181.001	2.5	0	3	2.53	7	2	1
186.205	2.5	0	3	2.58	7	2	2
192.13	2.5	0	3	2.51	11	2	1
197.265	2.5	0	3	2.58	11	2	2
203.188	2.5	0	3	2.42	2	1	1
208.223	2.5	0	3	2.48	2	1	2
213.316	2.5	0	3	2.58	6	1	1
219.215	2.5	0	3	2.58	6	1	2
225.169	2.5	0	3	2.58	3	1	1
231.024	2.5	0	3	2.58	3	1	2
236.916	2.5	0	3	2.35	12	2	1
241.845	2.5	0	3	2.08	12	2	2
246.524	2.5	0	3	2.2	10	2	1
251.284	2.5	0	3	2.23	10	2	2
256.38	2.5	0	3	2.22	1	1	1
261.204	2.5	0	3	2.09	1	1	2
266.038	2.5	0	3	2.13	8	2	1
270.77	2.5	0	3	2.44	8	2	2
281.001	2.5	0	3	2.22	11	2	1
286	2.5	0	3	2.23	11	2	2
291.001	2.5	0	3	2.1	2	1	1
296	2.5	0	3	2.22	2	1	2
301	2.5	0	3	2.42	10	2	1
306.105	2.5	0	3	2.2	10	2	2
311.208	2.5	0	3	2.3	8	2	1
316.035	2.5	0	3	2.24	8	2	2
321.001	2.5	0	3	2.41	1	1	1
326.019	2.5	0	3	2.36	1	1	2
331.155	2.5	0	3	2.29	6	1	1
336.16	2.5	0	3	2.16	6	1	2
341.133	2.5	1	0	2.26	5	1	1
346.249	2.5	0	3	2.36	5	1	2
351.407	2.5	0	3	2.45	10	2	1
356.51	2.5	0	3	2.38	10	2	2
361.634	2.5	0	3	2.36	3	1	1
366.652	2.5	0	3	2.31	3	1	2
371.607	2.5	0	3	2.15	7	2	1
376.764	2.5	0	3	2.24	7	2	2
391	2.5	0	3	2.2	1	1	1
396	2.5	0	3	2.16	1	1	2
401	2.5	0	3	2.05	5	1	1
406.003	2.5	0	3	2.33	5	1	2
