onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.002	2.5	0	3	1.21	8	2	1
6	2.5	0	3	1.13	8	2	2
11	2.5	0	3	1.26	3	1	1
16	2.5	0	3	1.34	3	1	2
21	2.5	0	3	1.16	5	1	1
26.002	2.5	0	3	0.89	5	1	2
41	2.5	0	3	1.64	6	1	1
46.003	2.5	1	0	1.89	6	1	2
51.001	2.5	0	3	1.76	7	2	1
56.001	2.5	0	3	1.19	7	2	2
61.002	2.5	0	3	1.52	9	2	1
66	2.5	1	0	1.74	9	2	2
71.002	2.5	0	3	1.15	8	2	1
76.001	2.5	1	0	1.04	8	2	2
81.004	2.5	0	3	1.4	12	2	1
86.004	2.5	0	3	1.2	12	2	2
91	2.5	0	3	1.71	9	2	1
96.004	2.5	0	3	1.3	9	2	2
101	2.5	0	3	1.54	11	2	1
106.001	2.5	0	3	1.23	11	2	2
111	2.5	0	3	1.04	2	1	1
116	2.5	0	3	0.96	2	1	2
121	2.5	0	3	1.31	10	2	1
126	2.5	0	3	1.4	10	2	2
131	2.5	0	3	1.25	7	2	1
136	2.5	0	3	1.1	7	2	2
141	2.5	0	3	1.17	8	2	1
146.001	2.5	0	3	1.28	8	2	2
161.001	2.5	0	3	1.03	3	1	1
166.001	2.5	0	3	0.95	3	1	2
171.001	2.5	1	0	1.45	3	1	1
176	2.5	0	3	0.96	3	1	2
181.001	2.5	0	3	0.93	1	1	1
186.004	2.5	0	3	0.9	1	1	2
191.001	2.5	0	3	0.91	5	1	1
196	2.5	1	0	2.11	5	1	2
201.003	2.5	0	3	0.84	4	1	1
206	2.5	1	0	1.41	4	1	2
211.002	2.5	0	3	0.83	4	1	1
216	2.5	1	0	2.67	4	1	2
221	2.5	0	3	0.94	1	1	1
226.001	2.5	1	0	1.87	1	1	2
231.001	2.5	1	0	1.74	10	2	1
236.004	2.5	0	3	1.41	10	2	2
241	2.5	0	3	1.08	6	1	1
246.001	2.5	0	3	1.32	6	1	2
251	2.5	0	3	1.84	7	2	1
256.001	2.5	0	3	1.56	7	2	2
261.002	2.5	0	3	1.68	9	2	1
266	2.5	0	3	1.42	9	2	2
271.004	2.5	0	3	1.31	11	2	1
276.123	2.5	0	3	1.11	11	2	2
281.001	2.5	1	0	1.55	2	1	1
286.002	2.5	0	3	1.33	2	1	2
291.001	2.5	0	3	1.31	12	2	1
296.002	2.5	0	3	1.29	12	2	2
311	2.5	0	3	1.23	11	2	1
316.001	2.5	0	3	1.81	11	2	2
321	2.5	0	3	1.39	12	2	1
326.001	2.5	0	3	1.13	12	2	2
331.001	2.5	0	3	0.94	6	1	1
336.001	2.5	0	3	0.84	6	1	2
341.002	2.5	0	3	1	2	1	1
346	2.5	0	3	0.91	2	1	2
361.002	2.5	0	3	1.34	10	2	1
366.004	2.5	0	3	1.35	10	2	2
371	2.5	0	3	2.53	4	1	1
376.444	2.5	0	3	0.79	4	1	2
391	2.5	0	3	0.96	1	1	1
396.001	2.5	0	3	0.92	1	1	2
401.003	2.5	1	0	1.87	5	1	1
406	2.5	0	3	0.88	5	1	2
