onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.002	2.5	0	3	2.28	5	1	1
6	2.5	1	0	1.19	5	1	2
11	2.5	0	3	2.37	11	2	1
16.024	2.5	0	3	2.56	11	2	2
31	2.5	0	3	2.57	12	2	1
36.213	2.5	0	3	2.78	12	2	2
41.554	2.5	1	0	2.84	7	2	1
47.094	2.5	1	0	2.7	7	2	2
52.313	2.5	0	3	2.4	6	1	1
57.702	2.5	0	3	2.33	6	1	2
62.662	2.5	0	3	2.33	4	1	1
67.87	2.5	0	3	2.71	4	1	2
72.871	2.5	1	0	1.66	9	2	1
77.145	2.5	1	0	3.02	9	2	2
82.758	2.5	0	3	2.64	8	2	1
87.845	2.5	0	3	2.6	8	2	2
93.181	2.5	0	3	2.64	5	1	1
98.402	2.5	0	3	2.6	5	1	2
103.772	2.5	0	3	2.47	11	2	1
108.829	2.5	0	3	2.5	11	2	2
113.894	2.5	0	3	2.57	11	2	1
119.074	2.5	0	3	2.66	11	2	2
124.232	2.5	0	3	2.84	4	1	1
129.69	2.5	0	3	2.66	4	1	2
134.96	2.5	0	3	2.69	9	2	1
140.264	2.5	0	3	3.01	9	2	2
145.969	2.5	0	3	2.77	3	1	1
151.428	2.5	0	3	2.71	3	1	2
156.842	2.5	0	3	2.75	5	1	1
162.302	2.5	0	3	2.59	5	1	2
171.001	2.5	0	3	2.61	2	1	1
176.352	2.5	0	3	2.68	2	1	2
181.576	2.5	0	3	2.71	3	1	1
186.891	2.5	0	3	2.77	3	1	2
192.294	2.5	0	3	2.93	10	2	1
197.666	2.5	0	3	2.83	10	2	2
202.757	2.5	0	3	2.73	1	1	1
208.094	2.5	0	3	2.65	1	1	2
213.304	2.5	0	3	2.93	8	2	1
218.91	2.5	0	3	2.85	8	2	2
231	2.5	0	3	2.65	1	1	1
236.388	2.5	0	3	2.37	1	1	2
241.525	2.5	0	3	2.73	8	2	1
246.684	2.5	0	3	2.78	8	2	2
251.94	2.5	0	3	2.65	12	2	1
257.151	2.5	0	3	2.74	12	2	2
262.46	2.5	0	3	2.76	2	1	1
267.622	2.5	0	3	2.67	2	1	2
272.887	2.5	0	3	2.38	3	1	1
277.811	2.5	0	3	2.54	3	1	2
282.983	2.5	0	3	2.62	4	1	1
288.36	2.5	0	3	2.47	4	1	2
293.468	2.5	0	3	2.63	10	2	1
298.621	2.5	1	0	2.63	10	2	2
303.852	2.5	0	3	2.76	7	2	1
309.172	2.5	0	3	2.65	7	2	2
314.364	2.5	0	3	2.75	12	2	1
319.528	2.5	0	3	2.57	12	2	2
324.729	2.5	0	3	2.69	6	1	1
330.233	2.5	0	3	2.63	6	1	2
335.397	2.5	0	3	2.67	7	2	1
340.577	2.5	0	3	2.74	7	2	2
345.644	2.5	0	3	2.61	1	1	1
350.833	2.5	0	3	2.6	1	1	2
355.978	2.5	0	3	2.42	9	2	1
360.972	2.5	0	3	2.79	9	2	2
371	2.5	0	3	2.8	2	1	1
376.315	2.5	0	3	2.58	2	1	2
381.341	2.5	0	3	2.49	10	2	1
386.407	2.5	1	0	1.93	10	2	2
401.001	2.5	0	3	2.27	6	1	1
406.022	2.5	0	3	2.49	6	1	2
