onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	1.94	12	2	1
6	2.5	0	3	2.08	12	2	2
11.001	2.5	0	3	2.03	3	1	1
16.001	2.5	0	3	1.99	3	1	2
31	2.5	0	3	1.94	7	2	1
36.002	2.5	0	3	2.08	7	2	2
41.003	2.5	0	3	2.09	9	2	1
46.001	2.5	0	3	2.04	9	2	2
61.002	2.5	0	3	2.07	3	1	1
66.001	2.5	0	3	2.01	3	1	2
71	2.5	0	3	1.99	6	1	1
76	2.5	0	3	1.97	6	1	2
81.001	2.5	0	3	1.88	8	2	1
86	2.5	0	3	2.09	8	2	2
91	2.5	0	3	2.1	3	1	1
96	2.5	0	3	1.98	3	1	2
101.002	2.5	0	3	2	4	1	1
106	2.5	0	3	2.24	4	1	2
111.001	2.5	0	3	2.21	6	1	1
116.001	2.5	0	3	2.13	6	1	2
121.001	2.5	0	3	2.1	9	2	1
126.002	2.5	0	3	2.14	9	2	2
131	2.5	0	3	2.18	5	1	1
136.001	2.5	0	3	2.09	5	1	2
141	2.5	0	3	2.19	2	1	1
146	2.5	0	3	2.12	2	1	2
151.001	2.5	0	3	2.12	6	1	1
156.001	2.5	0	3	2.03	6	1	2
161	2.5	0	3	2.11	4	1	1
166.003	2.5	0	3	2.03	4	1	2
181.001	2.5	0	3	1.99	8	2	1
186	2.5	1	0	2.4	8	2	2
191.002	2.5	0	3	2.24	8	2	1
196	2.5	0	3	2.07	8	2	2
201	2.5	0	3	2.16	4	1	1
206	2.5	0	3	2.07	4	1	2
211.002	2.5	0	3	2.14	11	2	1
216	2.5	0	3	2.11	11	2	2
221	2.5	0	3	2.11	9	2	1
226	2.5	0	3	2.13	9	2	2
241.001	2.5	0	3	2.04	1	1	1
246	2.5	0	3	2.05	1	1	2
251.001	2.5	0	3	2.07	2	1	1
256	2.5	0	3	2.12	2	1	2
261.003	2.5	0	3	1.94	10	2	1
266	2.5	0	3	2.46	10	2	2
271	2.5	0	3	2.06	11	2	1
276	2.5	0	3	1.92	11	2	2
281.001	2.5	0	3	1.99	1	1	1
286	2.5	0	3	2.11	1	1	2
291	2.5	0	3	2.07	10	2	1
296	2.5	0	3	2.02	10	2	2
301	2.5	0	3	2.02	11	2	1
306.003	2.5	0	3	2.1	11	2	2
311	2.5	0	3	2.01	1	1	1
316	2.5	1	0	0	1	1	2
331	2.5	0	3	1.93	5	1	1
336	2.5	1	0	2.38	5	1	2
341.001	2.5	0	3	2.03	12	2	1
346	2.5	0	3	2.02	12	2	2
351	2.5	0	3	1.81	7	2	1
356	2.5	0	3	2	7	2	2
361	2.5	0	3	2.44	10	2	1
366	2.5	0	3	2.03	10	2	2
371.002	2.5	1	0	2.48	12	2	1
376	2.5	1	0	0	12	2	2
381.458	2.5	0	3	2.03	7	2	1
386.07	2.5	0	3	2.54	7	2	2
391.54	2.5	0	3	2.16	2	1	1
396.001	2.5	0	3	2.17	2	1	2
401	2.5	0	3	2.08	5	1	1
406	2.5	0	3	2.07	5	1	2
