onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.002	2.5	0	3	3.11	10	2	1
6.001	2.5	0	3	2.62	10	2	2
21	2.5	0	3	2.83	4	1	1
26.002	2.5	0	3	2.89	4	1	2
31.002	2.5	0	3	2.85	9	2	1
36.001	2.5	1	0	0	9	2	2
41.001	2.5	0	3	2.89	12	2	1
46	2.5	0	3	2.87	12	2	2
51.002	2.5	0	3	2.68	5	1	1
56.001	2.5	0	3	2.59	5	1	2
61.001	2.5	0	3	3.03	8	2	1
66.001	2.5	0	3	3.3	8	2	2
71.002	2.5	0	3	2.64	10	2	1
76.001	2.5	0	3	3.05	10	2	2
91.002	2.5	0	3	2.7	8	2	1
96.001	2.5	0	3	2.93	8	2	2
101	2.5	0	3	2.41	5	1	1
106	2.5	1	0	2.92	5	1	2
111.001	2.5	1	0	0	12	2	1
116	2.5	0	3	2.97	12	2	2
121.001	2.5	0	3	2.61	11	2	1
126	2.5	0	3	2.83	11	2	2
141	2.5	0	3	2.72	6	1	1
146	2.5	0	3	2.87	6	1	2
161	2.5	0	3	2.56	2	1	1
166	2.5	0	3	2.74	2	1	2
171	2.5	0	3	3.11	1	1	1
176	2.5	0	3	2.16	1	1	2
181	2.5	0	3	2.78	6	1	1
186	2.5	1	0	3.62	6	1	2
191	2.5	1	0	3.48	3	1	1
196.001	2.5	0	3	2.44	3	1	2
201.001	2.5	0	3	2.66	12	2	1
206.001	2.5	0	3	2.62	12	2	2
211.001	2.5	0	3	2.22	1	1	1
216.001	2.5	0	3	2.23	1	1	2
221.001	2.5	1	0	0	4	1	1
226.001	2.5	0	3	2.23	4	1	2
231	2.5	0	3	2.9	7	2	1
236.001	2.5	0	3	2.83	7	2	2
241.001	2.5	0	3	2.26	3	1	1
246.002	2.5	0	3	2.12	3	1	2
251.002	2.5	0	3	2.2	4	1	1
256	2.5	0	3	2.44	4	1	2
261	2.5	0	3	2.13	2	1	1
266.002	2.5	0	3	2.29	2	1	2
271.001	2.5	0	3	3.11	7	2	1
276.001	2.5	0	3	3.17	7	2	2
281	2.5	0	3	2.47	2	1	1
286	2.5	0	3	1.98	2	1	2
291.001	2.5	0	3	2.75	8	2	1
296	2.5	0	3	2.87	8	2	2
301.001	2.5	0	3	2.15	5	1	1
306.001	2.5	0	3	2.05	5	1	2
311.001	2.5	1	0	0	9	2	1
316.002	2.5	0	3	3.37	9	2	2
321	2.5	0	3	3.16	10	2	1
326.001	2.5	0	3	2.94	10	2	2
331	2.5	0	3	3.3	7	2	1
336	2.5	0	3	3.41	7	2	2
341	2.5	0	3	2.22	1	1	1
346	2.5	0	3	2.27	1	1	2
361	2.5	0	3	2.44	6	1	1
366.001	2.5	0	3	2.39	6	1	2
371.001	2.5	0	3	2.65	9	2	1
376	2.5	1	0	3.04	9	2	2
381	2.5	0	3	3.25	11	2	1
386	2.5	1	0	0	11	2	2
391.001	2.5	0	3	2.37	3	1	1
396	2.5	0	3	2.43	3	1	2
401.001	2.5	0	3	2.9	11	2	1
406.002	2.5	0	3	2.82	11	2	2
