onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.32	8	2	1
6	2.5	0	3	2.22	8	2	2
11	2.5	0	3	2.28	3	1	1
16	2.5	0	3	2.53	3	1	2
21	2.5	0	3	2.33	5	1	1
26	2.5	0	3	1.95	5	1	2
41	2.5	1	0	2.48	6	1	1
46	2.5	0	3	2.29	6	1	2
51	2.5	0	3	1.94	7	2	1
56	2.5	0	3	2.53	7	2	2
61	2.5	0	3	2.39	9	2	1
66	2.5	0	3	2.5	9	2	2
71	2.5	0	3	2.24	8	2	1
76	2.5	0	3	2.16	8	2	2
81	2.5	0	3	2.24	12	2	1
86	2.5	0	3	2.3	12	2	2
91	2.5	0	3	2.03	9	2	1
96	2.5	0	3	2.12	9	2	2
101	2.5	0	3	2.25	11	2	1
106	2.5	0	3	2.12	11	2	2
111	2.5	0	3	2.23	2	1	1
116	2.5	0	3	2.48	2	1	2
121	2.5	0	3	1.95	10	2	1
126.002	2.5	0	3	2.54	10	2	2
131	2.5	0	3	2.4	7	2	1
136	2.5	0	3	2.48	7	2	2
141	2.5	0	3	2.48	8	2	1
146	2.5	0	3	2.23	8	2	2
161	2.5	1	0	0	3	1	1
166	2.5	0	3	2.39	3	1	2
171	2.5	0	3	2.41	3	1	1
176	2.5	0	3	2.5	3	1	2
181	2.5	0	3	2.53	1	1	1
186.002	2.5	1	0	2.73	1	1	2
191	2.5	0	3	2.58	5	1	1
196	2.5	0	3	2.37	5	1	2
201	2.5	0	3	2.47	4	1	1
206	2.5	0	3	2.48	4	1	2
211	2.5	0	3	2.28	4	1	1
216	2.5	0	3	2.5	4	1	2
221	2.5	1	0	2.8	1	1	1
226	2.5	0	3	2.87	1	1	2
231	2.5	0	3	2.44	10	2	1
236	2.5	1	0	0	10	2	2
241	2.5	0	3	2.44	6	1	1
246	2.5	0	3	2.46	6	1	2
251	2.5	0	3	2.58	7	2	1
256	2.5	0	3	2.48	7	2	2
261	2.5	0	3	2.5	9	2	1
266	2.5	0	3	2.5	9	2	2
271	2.5	0	3	2.28	11	2	1
276	2.5	0	3	2.31	11	2	2
281	2.5	0	3	2.5	2	1	1
286	2.5	0	3	2.6	2	1	2
291	2.5	0	3	2.31	12	2	1
296	2.5	0	3	2.71	12	2	2
311	2.5	0	3	2.24	11	2	1
316	2.5	0	3	2.19	11	2	2
321	2.5	0	3	2.32	12	2	1
326	2.5	0	3	2.26	12	2	2
331	2.5	0	3	2.27	6	1	1
336	2.5	0	3	2.03	6	1	2
341	2.5	0	3	2.54	2	1	1
346	2.5	0	3	2.68	2	1	2
361	2.5	0	3	2.32	10	2	1
366	2.5	0	3	2.34	10	2	2
371	2.5	1	0	0	4	1	1
376	2.5	0	3	2.25	4	1	2
391	2.5	0	3	2.44	1	1	1
396	2.5	1	0	2.44	1	1	2
401	2.5	0	3	2.1	5	1	1
406	2.5	0	3	2.11	5	1	2
