onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.003	2.5	0	3	1.75	12	2	1
6	2.5	1	0	2.19	12	2	2
11.002	2.5	0	3	1.09	3	1	1
16	2.5	0	3	1.07	3	1	2
21	2.5	0	3	1.44	6	1	1
26.001	2.5	0	3	1.67	6	1	2
31	2.5	1	0	2.66	11	2	1
36.35	2.5	1	0	2.59	11	2	2
41.612	2.5	0	3	1.61	7	2	1
46.001	2.5	0	3	1.99	7	2	2
51	2.5	0	3	1.45	1	1	1
56.002	2.5	0	3	1.25	1	1	2
61.002	2.5	0	3	1.82	8	2	1
66.002	2.5	0	3	2.27	8	2	2
81.001	2.5	0	3	2.14	10	2	1
86.001	2.5	1	0	2.31	10	2	2
91	2.5	0	3	1.37	5	1	1
96	2.5	1	0	2.02	5	1	2
101	2.5	1	0	0	11	2	1
106.494	2.5	0	3	1.73	11	2	2
111.002	2.5	0	3	1.02	3	1	1
116.001	2.5	0	3	1.42	3	1	2
131.001	2.5	0	3	1.92	10	2	1
136.002	2.5	0	3	2.11	10	2	2
141.001	2.5	0	3	2.05	10	2	1
146.001	2.5	0	3	2	10	2	2
151.001	2.5	0	3	1.39	6	1	1
156.001	2.5	0	3	1.4	6	1	2
171.003	2.5	0	3	1.56	4	1	1
176.003	2.5	0	3	1.12	4	1	2
181.004	2.5	0	3	1.18	4	1	1
186.002	2.5	0	3	1.19	4	1	2
191.001	2.5	0	3	2.29	7	2	1
196.001	2.5	1	0	1.98	7	2	2
201	2.5	0	3	2.18	11	2	1
206.002	2.5	0	3	1.73	11	2	2
211.002	2.5	0	3	1.7	12	2	1
216.001	2.5	0	3	1.64	12	2	2
221	2.5	0	3	1.21	2	1	1
226.002	2.5	0	3	1.24	2	1	2
231	2.5	0	3	1.92	7	2	1
236	2.5	0	3	1.84	7	2	2
241	2.5	1	0	2.56	9	2	1
246.002	2.5	0	3	1.93	9	2	2
251.001	2.5	0	3	1.31	1	1	1
256.001	2.5	0	3	1.32	1	1	2
261	2.5	0	3	1.19	4	1	1
266.001	2.5	0	3	1.08	4	1	2
271	2.5	0	3	1.52	12	2	1
276.002	2.5	1	0	2.05	12	2	2
281	2.5	1	0	2.25	2	1	1
286.001	2.5	0	3	1.17	2	1	2
291	2.5	0	3	1.9	8	2	1
296	2.5	0	3	1.82	8	2	2
301	2.5	0	3	1.76	9	2	1
306	2.5	0	3	1.84	9	2	2
321.001	2.5	0	3	1.44	5	1	1
326.003	2.5	0	3	1.44	5	1	2
341.002	2.5	0	3	1.34	1	1	1
346.001	2.5	0	3	1.24	1	1	2
351	2.5	0	3	1.24	2	1	1
356	2.5	0	3	1.15	2	1	2
361.001	2.5	0	3	1.02	3	1	1
366	2.5	0	3	0.95	3	1	2
371.003	2.5	0	3	2.03	9	2	1
376.001	2.5	1	0	2.21	9	2	2
381	2.5	0	3	1.52	5	1	1
386.001	2.5	0	3	1.42	5	1	2
391	2.5	0	3	1.34	6	1	1
396	2.5	1	0	1.32	6	1	2
401	2.5	1	0	1.94	8	2	1
406.001	2.5	0	3	2.01	8	2	2
