onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	1.51	12	2	1
6	2.5	0	3	1.63	12	2	2
11.002	2.5	1	0	2.53	1	1	1
16.003	2.5	0	3	1.9	1	1	2
21	2.5	0	3	1.57	2	1	1
26	2.5	0	3	1.59	2	1	2
31	2.5	0	3	1.61	1	1	1
36	2.5	0	3	1.56	1	1	2
51.001	2.5	0	3	1.77	7	2	1
56.001	2.5	0	3	1.75	7	2	2
61.002	2.5	0	3	1.35	4	1	1
66.003	2.5	0	3	1.33	4	1	2
71.002	2.5	0	3	1.26	3	1	1
76.001	2.5	1	0	1.43	3	1	2
81	2.5	0	3	1.94	8	2	1
86.001	2.5	0	3	1.99	8	2	2
91	2.5	0	3	1.66	10	2	1
96	2.5	0	3	1.59	10	2	2
111.002	2.5	0	3	1.62	10	2	1
116	2.5	0	3	1.78	10	2	2
121	2.5	0	3	1.36	2	1	1
126.003	2.5	0	3	1.45	2	1	2
131.002	2.5	0	3	1.22	6	1	1
136	2.5	0	3	1.3	6	1	2
141.002	2.5	1	0	1.66	5	1	1
146	2.5	0	3	1.44	5	1	2
151	2.5	0	3	1.32	4	1	1
156.004	2.5	0	3	1.46	4	1	2
161.003	2.5	0	3	1.63	7	2	1
166	2.5	0	3	1.8	7	2	2
171	2.5	0	3	1.37	3	1	1
176	2.5	1	0	2.01	3	1	2
181	2.5	0	3	1.69	11	2	1
186.002	2.5	0	3	1.58	11	2	2
191	2.5	0	3	1.74	5	1	1
196	2.5	0	3	1.67	5	1	2
201.001	2.5	0	3	1.47	6	1	1
206.001	2.5	0	3	1.59	6	1	2
211	2.5	0	3	1.83	10	2	1
216	2.5	0	3	1.82	10	2	2
221.001	2.5	0	3	1.58	3	1	1
226	2.5	1	0	1.92	3	1	2
231.001	2.5	0	3	1.83	9	2	1
236	2.5	0	3	1.94	9	2	2
241	2.5	0	3	1.7	2	1	1
246	2.5	0	3	1.69	2	1	2
251.001	2.5	0	3	1.62	12	2	1
256	2.5	0	3	1.76	12	2	2
261.001	2.5	0	3	1.68	7	2	1
266.003	2.5	0	3	1.75	7	2	2
271	2.5	0	3	1.69	9	2	1
276	2.5	0	3	1.74	9	2	2
281.002	2.5	0	3	1.41	1	1	1
286	2.5	0	3	1.96	1	1	2
291	2.5	0	3	1.46	4	1	1
296	2.5	0	3	2.31	4	1	2
301	2.5	0	3	1.65	9	2	1
306	2.5	0	3	1.62	9	2	2
321	2.5	0	3	2	8	2	1
326.001	2.5	0	3	1.88	8	2	2
331	2.5	0	3	1.43	11	2	1
336	2.5	0	3	1.52	11	2	2
341	2.5	0	3	1.46	5	1	1
346.001	2.5	0	3	1.48	5	1	2
351.001	2.5	1	0	1.94	8	2	1
356	2.5	1	0	1.6	8	2	2
361	2.5	0	3	1.86	12	2	1
366.001	2.5	0	3	1.6	12	2	2
381.001	2.5	0	3	1.53	11	2	1
386.001	2.5	0	3	1.45	11	2	2
401.001	2.5	0	3	1.39	6	1	1
406.001	2.5	0	3	1.4	6	1	2
