onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.43	10	2	1
6.202	2.5	0	3	2.55	10	2	2
11.466	2.5	0	3	2.44	3	1	1
16.715	2.5	0	3	2.45	3	1	2
31	2.5	0	3	2.31	7	2	1
36.242	2.5	0	3	2.37	7	2	2
41.486	2.5	0	3	2.13	1	1	1
46.576	2.5	0	3	2.16	1	1	2
51.475	2.5	0	3	2.72	4	1	1
57.069	2.5	0	3	2.36	4	1	2
62.336	2.5	0	3	2.28	4	1	1
67.419	2.5	0	3	2.43	4	1	2
72.627	2.5	0	3	2.3	5	1	1
77.605	2.5	0	3	2.33	5	1	2
91.001	2.5	0	3	2.12	5	1	1
96.283	2.5	0	3	2.28	5	1	2
101.443	2.5	0	3	2.36	9	2	1
106.617	2.5	0	3	2.39	9	2	2
111.813	2.5	0	3	2.32	2	1	1
117.059	2.5	0	3	2.37	2	1	2
122.097	2.5	0	3	2.33	12	2	1
127.272	2.5	0	3	2.74	12	2	2
141	2.5	0	3	2.36	1	1	1
146	2.5	0	3	2.16	1	1	2
151.003	2.5	0	3	2.31	3	1	1
156.092	2.5	0	3	2.23	3	1	2
161.113	2.5	0	3	2.38	11	2	1
166.193	2.5	0	3	2.29	11	2	2
171.264	2.5	0	3	2.26	2	1	1
176.426	2.5	0	3	2.37	2	1	2
181.59	2.5	0	3	2.21	2	1	1
186.672	2.5	0	3	2.35	2	1	2
191.842	2.5	0	3	2.37	7	2	1
197.117	2.5	0	3	2.49	7	2	2
202.435	2.5	0	3	2.33	3	1	1
207.73	2.5	0	3	2.53	3	1	2
212.84	2.5	0	3	2.34	6	1	1
218.074	2.5	0	3	2.35	6	1	2
223.194	2.5	0	3	2.4	1	1	1
228.506	2.5	0	3	2.33	1	1	2
233.632	2.5	0	3	2.3	6	1	1
238.801	2.5	0	3	2.28	6	1	2
243.801	2.5	0	3	2.38	12	2	1
249.037	2.5	0	3	2.36	12	2	2
261	2.5	0	3	2.41	8	2	1
266.266	2.5	0	3	2.42	8	2	2
271.574	2.5	0	3	2.27	5	1	1
276.777	2.5	0	3	2.44	5	1	2
282.019	2.5	0	3	2.34	7	2	1
287.28	2.5	0	3	2.39	7	2	2
292.476	2.5	0	3	2.44	9	2	1
297.89	2.5	0	3	2.49	9	2	2
303.204	2.5	0	3	2.5	11	2	1
308.621	2.5	0	3	2.39	11	2	2
313.79	2.5	0	3	2.38	8	2	1
319.124	2.5	0	3	2.45	8	2	2
324.428	2.5	0	3	2.49	6	1	1
329.552	2.5	0	3	2.33	6	1	2
341	2.5	0	3	2.32	12	2	1
346.222	2.5	0	3	2.44	12	2	2
351.49	2.5	0	3	2.43	8	2	1
356.93	2.5	0	3	2.32	8	2	2
362.149	2.5	0	3	2.45	11	2	1
367.546	2.5	0	3	2.53	11	2	2
372.913	2.5	0	3	2.45	10	2	1
378.289	2.5	0	3	2.47	10	2	2
383.617	2.5	1	0	2.55	10	2	1
388.96	2.5	0	3	2.4	10	2	2
394.306	2.5	0	3	2.48	9	2	1
399.801	2.5	0	3	2.61	9	2	2
405.305	2.5	0	3	2.29	4	1	1
410.658	2.5	0	3	2.51	4	1	2
