onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	2.7	9	2	1
6	2.5	0	3	2.66	9	2	2
11.007	2.5	0	3	2.72	8	2	1
16.163	2.5	0	3	3.14	8	2	2
21.273	2.5	0	3	2.9	2	1	1
26.496	2.5	0	3	3.01	2	1	2
31.627	2.5	1	0	0	12	2	1
37.21	2.5	0	3	3.04	12	2	2
41.951	2.5	0	3	2.53	12	2	1
46.994	2.5	0	3	2.44	12	2	2
52.034	2.5	0	3	2.8	7	2	1
57.27	2.5	0	3	2.74	7	2	2
62.395	2.5	1	0	0	11	2	1
67.983	2.5	0	3	3.08	11	2	2
72.955	2.5	0	3	2.99	10	2	1
78.262	2.5	1	0	0	10	2	2
91	2.5	0	3	2.19	3	1	1
96.002	2.5	0	3	2.9	3	1	2
101.001	2.5	0	3	2.77	10	2	1
106.103	2.5	1	0	0	10	2	2
111.601	2.5	0	3	2.89	4	1	1
116.407	2.5	0	3	2.35	4	1	2
121.327	2.5	0	3	2.52	1	1	1
126.233	2.5	1	0	0	1	1	2
131.731	2.5	0	3	2.7	8	2	1
136.671	2.5	0	3	2.66	8	2	2
141.713	2.5	0	3	2.36	4	1	1
146.464	2.5	0	3	2.34	4	1	2
151.359	2.5	0	3	3.13	6	1	1
156.394	2.5	0	3	2.21	6	1	2
171.001	2.5	0	3	2.75	3	1	1
176.001	2.5	0	3	2.79	3	1	2
181.001	2.5	0	3	2.64	4	1	1
186.008	2.5	0	3	2.81	4	1	2
191.179	2.5	1	0	3.09	5	1	1
196.263	2.5	0	3	2.14	5	1	2
201.001	2.5	0	3	3.05	11	2	1
206.001	2.5	1	0	3.34	11	2	2
211.073	2.5	1	0	3.68	8	2	1
216.47	2.5	0	3	2.34	8	2	2
221.383	2.5	0	3	2.76	2	1	1
226.093	2.5	0	3	2.8	2	1	2
231.025	2.5	1	0	2.95	1	1	1
236.002	2.5	0	3	2.72	1	1	2
241.002	2.5	0	3	2.51	5	1	1
246.001	2.5	0	3	2.48	5	1	2
251.002	2.5	0	3	3.02	11	2	1
256.096	2.5	0	3	3.11	11	2	2
261.327	2.5	0	3	2.88	6	1	1
266.478	2.5	0	3	2.74	6	1	2
271	2.5	0	3	2.94	5	1	1
276.001	2.5	0	3	2.77	5	1	2
291	2.5	0	3	2.47	9	2	1
296.08	2.5	0	3	2.7	9	2	2
301.007	2.5	0	3	3.06	7	2	1
306.067	2.5	0	3	2.88	7	2	2
311.002	2.5	0	3	2.5	1	1	1
316	2.5	0	3	2.85	1	1	2
321.001	2.5	0	3	2.93	9	2	1
326.001	2.5	0	3	3.1	9	2	2
341.001	2.5	0	3	3.08	7	2	1
346.176	2.5	0	3	2.32	7	2	2
351.35	2.5	0	3	2.48	6	1	1
356.088	2.5	1	0	2.95	6	1	2
361.166	2.5	0	3	2.35	2	1	1
366.275	2.5	0	3	2.79	2	1	2
381.002	2.5	0	3	2.75	10	2	1
386.02	2.5	0	3	2.81	10	2	2
391.001	2.5	0	3	3.1	12	2	1
396.001	2.5	0	3	3.02	12	2	2
401	2.5	0	3	3.28	3	1	1
406.001	2.5	0	3	3.2	3	1	2
