onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	2.23	6	1	1
6	2.5	0	3	2.37	6	1	2
11.001	2.5	1	0	2.95	8	2	1
16.564	2.5	0	3	2.09	8	2	2
31	2.5	0	3	2.14	9	2	1
36.001	2.5	0	3	2.69	9	2	2
41.25	2.5	0	3	2.54	7	2	1
46.449	2.5	1	0	2.68	7	2	2
61	2.5	0	3	2.04	11	2	1
66.002	2.5	1	0	2.42	11	2	2
71	2.5	0	3	2.15	5	1	1
76.001	2.5	0	3	2.28	5	1	2
81.001	2.5	0	3	2.39	9	2	1
86.001	2.5	0	3	2.23	9	2	2
91	2.5	0	3	2.15	3	1	1
96	2.5	0	3	2.55	3	1	2
101.001	2.5	0	3	2.21	4	1	1
106.001	2.5	0	3	1.86	4	1	2
111	2.5	0	3	1.99	2	1	1
116	2.5	0	3	1.82	2	1	2
121	2.5	0	3	2.35	7	2	1
126	2.5	0	3	2.39	7	2	2
131.002	2.5	1	0	2.54	4	1	1
136.031	2.5	0	3	1.87	4	1	2
141.002	2.5	0	3	2.13	12	2	1
146.002	2.5	0	3	2.39	12	2	2
151.001	2.5	0	3	2.44	3	1	1
156.001	2.5	0	3	2.27	3	1	2
171	2.5	0	3	2.28	2	1	1
176	2.5	0	3	1.83	2	1	2
181.002	2.5	0	3	2.34	10	2	1
186.002	2.5	0	3	2.18	10	2	2
191.001	2.5	0	3	2.08	12	2	1
196.001	2.5	0	3	2.27	12	2	2
201.001	2.5	0	3	1.97	1	1	1
206.001	2.5	0	3	2.28	1	1	2
211.002	2.5	0	3	2.56	7	2	1
216.135	2.5	0	3	2.09	7	2	2
221.001	2.5	0	3	2.39	3	1	1
226	2.5	0	3	2.1	3	1	2
231	2.5	1	0	2.81	11	2	1
236.098	2.5	0	3	2.23	11	2	2
241.001	2.5	0	3	2.12	10	2	1
246.001	2.5	0	3	2.09	10	2	2
251	2.5	0	3	2.65	9	2	1
256.381	2.5	0	3	2.17	9	2	2
261.013	2.5	0	3	2.39	12	2	1
266.096	2.5	0	3	2.05	12	2	2
271.001	2.5	0	3	2.48	8	2	1
276.002	2.5	0	3	2.35	8	2	2
281.003	2.5	0	3	1.9	6	1	1
286.001	2.5	0	3	2.47	6	1	2
291	2.5	0	3	2.12	2	1	1
296	2.5	0	3	1.91	2	1	2
301.001	2.5	0	3	2.25	8	2	1
306.001	2.5	0	3	2.19	8	2	2
311.002	2.5	1	0	2.13	11	2	1
316.283	2.5	0	3	2.27	11	2	2
321.135	2.5	1	0	2.78	1	1	1
326.585	2.5	0	3	2.22	1	1	2
331.27	2.5	0	3	2.1	10	2	1
336.001	2.5	0	3	2.02	10	2	2
341.003	2.5	0	3	2.32	5	1	1
346.001	2.5	0	3	2.37	5	1	2
351	2.5	0	3	1.81	1	1	1
356.001	2.5	0	3	1.77	1	1	2
371.001	2.5	0	3	2.14	4	1	1
376.002	2.5	0	3	2.45	4	1	2
391	2.5	0	3	1.86	5	1	1
396	2.5	0	3	1.86	5	1	2
401.001	2.5	0	3	1.87	6	1	1
406.001	2.5	0	3	1.89	6	1	2
