onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.002	2.5	0	3	1.19	5	1	1
6.002	2.5	1	0	0.82	5	1	2
21	2.5	0	3	0.91	5	1	1
26	2.5	1	0	1.34	5	1	2
31	2.5	1	0	1.21	3	1	1
36	2.5	0	3	0.95	3	1	2
41	2.5	0	3	1.56	11	2	1
46	2.5	0	3	1.48	11	2	2
51	2.5	0	3	1.28	8	2	1
56.001	2.5	0	3	1.19	8	2	2
61	2.5	0	3	0.89	1	1	1
66	2.5	0	3	0.99	1	1	2
71.002	2.5	0	3	0.86	2	1	1
76	2.5	1	0	1.38	2	1	2
81.001	2.5	0	3	1.06	1	1	1
86	2.5	0	3	1.27	1	1	2
91	2.5	0	3	1.14	5	1	1
96	2.5	0	3	1.04	5	1	2
101	2.5	0	3	1.03	3	1	1
106.001	2.5	1	0	1.48	3	1	2
111.001	2.5	0	3	1.59	4	1	1
116.002	2.5	0	3	0.92	4	1	2
131	2.5	0	3	1.51	10	2	1
136	2.5	0	3	1.09	10	2	2
151.002	2.5	0	3	1.59	7	2	1
156	2.5	0	3	1.47	7	2	2
161.001	2.5	0	3	1.29	6	1	1
166	2.5	0	3	0.89	6	1	2
171	2.5	0	3	1.01	1	1	1
176	2.5	0	3	1.05	1	1	2
181.002	2.5	0	3	0.91	4	1	1
186	2.5	0	3	0.89	4	1	2
191.001	2.5	1	0	0.85	6	1	1
196.001	2.5	0	3	0.93	6	1	2
201	2.5	0	3	0.94	2	1	1
206	2.5	0	3	1.02	2	1	2
211	2.5	0	3	1.28	9	2	1
216	2.5	0	3	1.08	9	2	2
221.001	2.5	0	3	0.87	4	1	1
226	2.5	0	3	0.77	4	1	2
231	2.5	0	3	1.1	10	2	1
236.001	2.5	0	3	1.13	10	2	2
251	2.5	0	3	1.15	10	2	1
256	2.5	0	3	1.02	10	2	2
261.001	2.5	0	3	0.98	8	2	1
266	2.5	0	3	1.16	8	2	2
271.001	2.5	0	3	1.51	7	2	1
276	2.5	0	3	1.5	7	2	2
281.001	2.5	0	3	0.87	3	1	1
286	2.5	0	3	0.88	3	1	2
291.001	2.5	0	3	1.18	12	2	1
296.002	2.5	0	3	1.11	12	2	2
301	2.5	1	0	2.51	11	2	1
306	2.5	0	3	1.52	11	2	2
321	2.5	0	3	1.56	12	2	1
326.001	2.5	0	3	1.16	12	2	2
331	2.5	0	3	0.95	2	1	1
336	2.5	0	3	0.9	2	1	2
341.002	2.5	0	3	1.68	11	2	1
346	2.5	0	3	1.32	11	2	2
351.001	2.5	0	3	1.49	7	2	1
356.001	2.5	0	3	1.2	7	2	2
361	2.5	1	0	2.25	12	2	1
366.001	2.5	0	3	1.66	12	2	2
371	2.5	0	3	0.95	6	1	1
376.002	2.5	0	3	0.84	6	1	2
381	2.5	1	0	1.98	9	2	1
386	2.5	0	3	1.51	9	2	2
391.001	2.5	0	3	1.33	8	2	1
396	2.5	0	3	1.3	8	2	2
401.002	2.5	0	3	1.32	9	2	1
406	2.5	0	3	1.29	9	2	2
