onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	1.03	5	1	1
6	2.5	0	3	1.85	5	1	2
21.002	2.5	0	3	1.32	5	1	1
26.001	2.5	0	3	1.02	5	1	2
31.002	2.5	1	0	1.79	3	1	1
36.001	2.5	0	3	1.18	3	1	2
41.002	2.5	1	0	1.96	11	2	1
46.001	2.5	1	0	2.03	11	2	2
51	2.5	0	3	1.7	8	2	1
56.001	2.5	0	3	1.69	8	2	2
61.002	2.5	0	3	1.37	1	1	1
66.001	2.5	0	3	1.1	1	1	2
71.002	2.5	0	3	1.19	2	1	1
76	2.5	0	3	1.23	2	1	2
81.001	2.5	1	0	1.63	1	1	1
86	2.5	0	3	1.27	1	1	2
91.001	2.5	0	3	1.27	5	1	1
96.002	2.5	0	3	1.14	5	1	2
101.002	2.5	1	0	1.73	3	1	1
106	2.5	0	3	1.15	3	1	2
111.001	2.5	0	3	1.01	4	1	1
116.003	2.5	1	0	1.49	4	1	2
131.001	2.5	0	3	2.46	10	2	1
136.34	2.5	0	3	2.72	10	2	2
151.001	2.5	0	3	1.75	7	2	1
156.001	2.5	0	3	1.62	7	2	2
161.002	2.5	0	3	1.05	6	1	1
166.001	2.5	1	0	1.4	6	1	2
171.001	2.5	0	3	0.98	1	1	1
176	2.5	0	3	0.94	1	1	2
181	2.5	0	3	0.87	4	1	1
186.002	2.5	0	3	0.87	4	1	2
191.001	2.5	0	3	0.82	6	1	1
196	2.5	0	3	0.83	6	1	2
201.001	2.5	0	3	0.88	2	1	1
206.002	2.5	0	3	0.88	2	1	2
211.001	2.5	1	0	2.09	9	2	1
216.001	2.5	1	0	2.52	9	2	2
221.142	2.5	0	3	0.82	4	1	1
226.002	2.5	0	3	1.62	4	1	2
231	2.5	0	3	1.87	10	2	1
236.001	2.5	0	3	1.63	10	2	2
251.002	2.5	1	0	1.99	10	2	1
256.002	2.5	0	3	1.64	10	2	2
261	2.5	0	3	1.63	8	2	1
266.001	2.5	0	3	1.67	8	2	2
271.001	2.5	0	3	2.17	7	2	1
276.001	2.5	1	0	2.51	7	2	2
281.267	2.5	0	3	0.92	3	1	1
286.001	2.5	0	3	1.09	3	1	2
291.001	2.5	0	3	1.22	12	2	1
296.001	2.5	0	3	1.16	12	2	2
301	2.5	0	3	1.77	11	2	1
306.001	2.5	0	3	1.75	11	2	2
321.001	2.5	0	3	1.23	12	2	1
326.003	2.5	1	0	2.98	12	2	2
331.001	2.5	0	3	1.31	2	1	1
336.002	2.5	0	3	0.88	2	1	2
341.001	2.5	0	3	1.94	11	2	1
346.001	2.5	0	3	1.56	11	2	2
351	2.5	1	0	2.75	7	2	1
356.435	2.5	1	0	2.28	7	2	2
361.334	2.5	1	0	1.81	12	2	1
366	2.5	0	3	1.24	12	2	2
371.001	2.5	0	3	0.93	6	1	1
376	2.5	0	3	0.8	6	1	2
381.001	2.5	0	3	2.26	9	2	1
386.378	2.5	0	3	2.04	9	2	2
391.006	2.5	0	3	1.83	8	2	1
396	2.5	1	0	3.15	8	2	2
401.721	2.5	0	3	1.93	9	2	1
406.286	2.5	0	3	1.77	9	2	2
