onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.28	5	1	1
6.002	2.5	0	3	2.56	5	1	2
21.001	2.5	0	3	2.05	5	1	1
26	2.5	0	3	1.98	5	1	2
31	2.5	1	0	2.29	6	1	1
36.001	2.5	0	3	2.01	6	1	2
41	2.5	0	3	2.23	12	2	1
46.001	2.5	0	3	2.29	12	2	2
51.002	2.5	0	3	2.75	4	1	1
56.002	2.5	0	3	2.22	4	1	2
71	2.5	0	3	2.12	1	1	1
76.001	2.5	0	3	2.22	1	1	2
81.002	2.5	0	3	2.51	2	1	1
86.002	2.5	0	3	2.33	2	1	2
91.002	2.5	0	3	2.29	3	1	1
96.001	2.5	0	3	2.41	3	1	2
101.001	2.5	0	3	2.15	4	1	1
106	2.5	0	3	2.17	4	1	2
111.003	2.5	0	3	2.12	11	2	1
116.001	2.5	0	3	2.21	11	2	2
121	2.5	0	3	2.14	6	1	1
126.001	2.5	0	3	2.91	6	1	2
141.001	2.5	0	3	2.35	8	2	1
146	2.5	0	3	2.19	8	2	2
161.001	2.5	0	3	2.27	9	2	1
166	2.5	0	3	2.22	9	2	2
171	2.5	0	3	2.34	11	2	1
176.001	2.5	0	3	2.6	11	2	2
181.067	2.5	0	3	2.57	3	1	1
186.167	2.5	0	3	2.33	3	1	2
201	2.5	0	3	2.18	1	1	1
206.001	2.5	0	3	2.24	1	1	2
211.001	2.5	0	3	2.35	10	2	1
216	2.5	0	3	2.36	10	2	2
221.002	2.5	0	3	2.22	8	2	1
226.002	2.5	0	3	2.13	8	2	2
231.001	2.5	0	3	2.17	7	2	1
236	2.5	0	3	2.09	7	2	2
241.001	2.5	0	3	2.47	7	2	1
246.002	2.5	0	3	2.18	7	2	2
251	2.5	0	3	2.3	2	1	1
256	2.5	0	3	2.25	2	1	2
261.001	2.5	0	3	2.31	6	1	1
266.002	2.5	0	3	2.46	6	1	2
271.002	2.5	0	3	2.66	10	2	1
276.001	2.5	0	3	2.46	10	2	2
281	2.5	0	3	2.29	5	1	1
286.001	2.5	0	3	2.41	5	1	2
291.004	2.5	0	3	2.51	2	1	1
296.001	2.5	0	3	2.25	2	1	2
301.001	2.5	0	3	2.34	11	2	1
306.002	2.5	0	3	2.26	11	2	2
311	2.5	0	3	2.52	3	1	1
316	2.5	0	3	2.37	3	1	2
321.001	2.5	0	3	2.28	4	1	1
326	2.5	0	3	2.31	4	1	2
331.035	2.5	0	3	2.47	9	2	1
336.049	2.5	0	3	2.46	9	2	2
341.003	2.5	0	3	2.37	9	2	1
346.002	2.5	0	3	2.52	9	2	2
351.003	2.5	0	3	2.33	12	2	1
356.001	2.5	0	3	2.25	12	2	2
361	2.5	0	3	2.31	10	2	1
366	2.5	0	3	2.36	10	2	2
371	2.5	0	3	2.25	8	2	1
376	2.5	0	3	2.41	8	2	2
381.001	2.5	0	3	2.18	1	1	1
386	2.5	0	3	2.42	1	1	2
391	2.5	0	3	2.22	7	2	1
396	2.5	0	3	2.18	7	2	2
401.002	2.5	0	3	2.24	12	2	1
406.002	2.5	0	3	2.16	12	2	2
