onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.65	12	2	1
6	2.5	0	3	2.68	12	2	2
11.183	2.5	0	3	2.72	7	2	1
16.49	2.5	0	3	2.66	7	2	2
21.787	2.5	0	3	2.41	4	1	1
26.883	2.5	0	3	2.39	4	1	2
31.706	2.5	0	3	2.24	9	2	1
36.923	2.5	0	3	2.97	9	2	2
41.976	2.5	0	3	2.63	12	2	1
47.114	2.5	0	3	2.68	12	2	2
52.488	2.5	0	3	2.84	12	2	1
57.842	2.5	0	3	2.73	12	2	2
63.129	2.5	0	3	2.59	5	1	1
68.27	2.5	0	3	2.35	5	1	2
73.082	2.5	0	3	2.62	3	1	1
78.341	2.5	0	3	2.72	3	1	2
83.559	2.5	0	3	2.77	10	2	1
88.964	2.5	0	3	3.03	10	2	2
94.265	2.5	0	3	2.88	10	2	1
99.592	2.5	0	3	2.82	10	2	2
104.971	2.5	0	3	2.38	8	2	1
109.788	2.5	0	3	2.58	8	2	2
121	2.5	0	3	2.58	8	2	1
126.203	2.5	0	3	2.86	8	2	2
131.484	2.5	0	3	2.66	11	2	1
136.597	2.5	0	3	2.6	11	2	2
141.846	2.5	0	3	2.83	5	1	1
147.155	2.5	0	3	2.67	5	1	2
152.433	2.5	0	3	2.68	2	1	1
157.795	2.5	0	3	2.73	2	1	2
163.113	2.5	0	3	2.5	2	1	1
168.163	2.5	0	3	2.77	2	1	2
173.51	2.5	0	3	2.77	6	1	1
178.75	2.5	0	3	2.61	6	1	2
191	2.5	0	3	2.59	4	1	1
196.121	2.5	0	3	2.56	4	1	2
211.001	2.5	1	0	2.37	2	1	1
216.122	2.5	0	3	2.41	2	1	2
221.044	2.5	0	3	2.79	7	2	1
226.359	2.5	0	3	2.85	7	2	2
231.742	2.5	0	3	2.44	4	1	1
236.648	2.5	0	3	2.38	4	1	2
241.363	2.5	0	3	2.38	3	1	1
246.174	2.5	0	3	2.59	3	1	2
251.185	2.5	0	3	2.58	1	1	1
256.001	2.5	0	3	2.52	1	1	2
261.906	2.5	0	3	2.89	9	2	1
267.18	2.5	0	3	2.49	9	2	2
272.206	2.5	0	3	2.55	11	2	1
277.293	2.5	0	3	2.84	11	2	2
282.392	2.5	0	3	1.78	1	1	1
287.001	2.5	0	3	2.07	1	1	2
291.616	2.5	0	3	2.22	7	2	1
296.556	2.5	0	3	2.45	7	2	2
301.529	2.5	0	3	2.33	6	1	1
306.638	2.5	0	3	2.1	6	1	2
321.001	2.5	1	0	2.22	8	2	1
326	2.5	0	3	2.55	8	2	2
331.094	2.5	0	3	2.85	5	1	1
336.295	2.5	0	3	2.54	5	1	2
341.512	2.5	0	3	2.54	6	1	1
346.624	2.5	0	3	2.82	6	1	2
361	2.5	0	3	2.69	11	2	1
366.116	2.5	0	3	2.88	11	2	2
371.366	2.5	0	3	2.79	9	2	1
376.655	2.5	0	3	3.03	9	2	2
381.954	2.5	0	3	2.6	3	1	1
387.211	2.5	0	3	2.59	3	1	2
392.33	2.5	0	3	2.62	1	1	1
397.429	2.5	0	3	2.02	1	1	2
401.9	2.5	0	3	2.79	10	2	1
407.633	2.5	0	3	2.35	10	2	2
