onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	2.46	12	2	1
6.201	2.5	0	3	2.37	12	2	2
11.297	2.5	0	3	2.52	3	1	1
16.349	2.5	0	3	2.6	3	1	2
31	2.5	1	0	0	7	2	1
36.539	2.5	0	3	2.41	7	2	2
41.551	2.5	0	3	2.51	9	2	1
46.691	2.5	0	3	2.8	9	2	2
61.003	2.5	0	3	2.41	3	1	1
66.18	2.5	0	3	2.43	3	1	2
71.261	2.5	0	3	2.52	6	1	1
76.511	2.5	0	3	2.4	6	1	2
81.555	2.5	0	3	2.42	8	2	1
86.695	2.5	0	3	2.44	8	2	2
91.841	2.5	0	3	2.45	3	1	1
97.004	2.5	0	3	2.46	3	1	2
102.187	2.5	0	3	2.45	4	1	1
107.344	2.5	0	3	2.42	4	1	2
112.385	2.5	0	3	2.51	6	1	1
117.475	2.5	0	3	2.57	6	1	2
122.67	2.5	0	3	2.46	9	2	1
127.865	2.5	0	3	2.54	9	2	2
132.943	2.5	0	3	2.38	5	1	1
137.908	2.5	0	3	2.5	5	1	2
143.102	2.5	0	3	2.38	2	1	1
148.127	2.5	0	3	2.5	2	1	2
153.213	2.5	0	3	2.46	6	1	1
158.447	2.5	0	3	2.58	6	1	2
163.573	2.5	0	3	2.38	4	1	1
168.553	2.5	0	3	2.52	4	1	2
181.001	2.5	0	3	2.55	8	2	1
186.18	2.5	0	3	2.42	8	2	2
191.274	2.5	0	3	2.53	8	2	1
196.6	2.5	0	3	2.56	8	2	2
201.883	2.5	0	3	2.48	4	1	1
207.219	2.5	0	3	2.28	4	1	2
212.249	2.5	0	3	2.54	11	2	1
217.485	2.5	0	3	2.5	11	2	2
222.699	2.5	1	0	0	9	2	1
228.22	2.5	0	3	2.5	9	2	2
241.002	2.5	0	3	2.45	1	1	1
246.1	2.5	0	3	2.54	1	1	2
251.317	2.5	1	0	0	2	1	1
256.863	2.5	0	3	2.43	2	1	2
262.027	2.5	0	3	2.41	10	2	1
267.271	2.5	0	3	2.41	10	2	2
272.298	2.5	0	3	2.58	11	2	1
277.318	2.5	1	0	2.61	11	2	2
282.559	2.5	0	3	2.6	1	1	1
287.718	2.5	0	3	2.53	1	1	2
292.936	2.5	0	3	2.37	10	2	1
298.034	2.5	1	0	2.77	10	2	2
303.628	2.5	0	3	2.43	11	2	1
308.632	2.5	0	3	2.47	11	2	2
313.704	2.5	0	3	2.5	1	1	1
318.815	2.5	0	3	2.47	1	1	2
331.001	2.5	0	3	2.37	5	1	1
336.011	2.5	0	3	2.38	5	1	2
341.041	2.5	0	3	2.4	12	2	1
346.13	2.5	1	0	2.6	12	2	2
351.589	2.5	0	3	2.59	7	2	1
356.85	2.5	0	3	2.65	7	2	2
362.187	2.5	0	3	2.45	10	2	1
367.29	2.5	1	0	0	10	2	2
372.804	2.5	0	3	2.38	12	2	1
377.88	2.5	0	3	2.36	12	2	2
382.751	2.5	0	3	2.62	7	2	1
388.077	2.5	0	3	2.72	7	2	2
393.535	2.5	0	3	2.29	2	1	1
398.565	2.5	0	3	2.26	2	1	2
403.49	2.5	0	3	2.41	5	1	1
408.531	2.5	0	3	2.49	5	1	2
