onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	2.27	1	1	1
6.022	2.5	0	3	2.45	1	1	2
11.03	2.5	0	3	2.53	3	1	1
16.05	2.5	0	3	2.39	3	1	2
21.07	2.5	0	3	2.54	12	2	1
26.032	2.5	0	3	2.45	12	2	2
31.1	2.5	0	3	2.55	4	1	1
36.037	2.5	0	3	2.73	4	1	2
41	2.5	0	3	2.32	5	1	1
46.001	2.5	0	3	2.6	5	1	2
61.002	2.5	1	0	2.27	7	2	1
66.003	2.5	0	3	2.29	7	2	2
71.069	2.5	0	3	2.66	10	2	1
76.222	2.5	0	3	2.34	10	2	2
81.132	2.5	0	3	2.51	12	2	1
86.161	2.5	0	3	2.39	12	2	2
91.117	2.5	0	3	2.32	2	1	1
96.001	2.5	0	3	2.63	2	1	2
101.011	2.5	0	3	2.18	5	1	1
106.001	2.5	0	3	2.71	5	1	2
111.034	2.5	0	3	2.88	8	2	1
116.551	2.5	0	3	2.61	8	2	2
121.609	2.5	0	3	2.48	6	1	1
126.689	2.5	0	3	2.63	6	1	2
131.639	2.5	0	3	2.6	11	2	1
136.709	2.5	0	3	2.36	11	2	2
151.002	2.5	0	3	2.17	1	1	1
156	2.5	0	3	2.27	1	1	2
161	2.5	0	3	2.47	7	2	1
166	2.5	0	3	2.29	7	2	2
171	2.5	0	3	2.58	6	1	1
176.155	2.5	1	0	2.32	6	1	2
181.201	2.5	0	3	2.54	9	2	1
186.364	2.5	0	3	2.38	9	2	2
191.146	2.5	0	3	2.52	4	1	1
196.242	2.5	0	3	2.35	4	1	2
201.08	2.5	0	3	2.38	5	1	1
206	2.5	0	3	2.38	5	1	2
211	2.5	0	3	2.29	1	1	1
216	2.5	0	3	2.4	1	1	2
221.002	2.5	0	3	2.21	11	2	1
226.001	2.5	0	3	2.45	11	2	2
231	2.5	0	3	2.42	8	2	1
236.037	2.5	0	3	2.47	8	2	2
251.001	2.5	0	3	2.32	2	1	1
256.001	2.5	0	3	2.63	2	1	2
271.001	2.5	0	3	2.34	11	2	1
276.001	2.5	0	3	2.59	11	2	2
281.215	2.5	0	3	2.44	6	1	1
286.19	2.5	0	3	2.44	6	1	2
291.111	2.5	0	3	2.31	10	2	1
296	2.5	0	3	2.19	10	2	2
301.001	2.5	0	3	2.35	3	1	1
306	2.5	0	3	2.07	3	1	2
311.002	2.5	0	3	2.38	12	2	1
316.002	2.5	0	3	2.24	12	2	2
321	2.5	0	3	2.32	4	1	1
326.001	2.5	0	3	3.41	4	1	2
331.084	2.5	0	3	2.51	9	2	1
336.285	2.5	0	3	2.39	9	2	2
341.2	2.5	0	3	2.38	8	2	1
346.229	2.5	0	3	2.28	8	2	2
351.22	2.5	0	3	2.33	3	1	1
356.095	2.5	0	3	2.37	3	1	2
361.001	2.5	0	3	2.41	10	2	1
366.001	2.5	0	3	2.43	10	2	2
371.003	2.5	0	3	2.24	2	1	1
376.052	2.5	0	3	2.3	2	1	2
381.005	2.5	0	3	2.32	9	2	1
386.001	2.5	0	3	2.46	9	2	2
401.002	2.5	0	3	2.25	7	2	1
406.001	2.5	1	0	2.31	7	2	2
