onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.39	1	1	1
6.14	2.5	0	3	2.42	1	1	2
11.286	2.5	0	3	2.29	2	1	1
16.294	2.5	0	3	2.34	2	1	2
21.32	2.5	0	3	2.34	8	2	1
26.393	2.5	1	0	2.29	8	2	2
31.393	2.5	0	3	2.45	7	2	1
36.638	2.5	0	3	2.46	7	2	2
41.819	2.5	0	3	2.19	3	1	1
46.632	2.5	0	3	2.3	3	1	2
51.542	2.5	0	3	2.26	4	1	1
56.618	2.5	0	3	2.38	4	1	2
61.566	2.5	0	3	2.45	12	2	1
66.787	2.5	1	0	2.67	12	2	2
72.381	2.5	0	3	2.31	6	1	1
77.419	2.5	0	3	2.3	6	1	2
82.355	2.5	0	3	2.35	1	1	1
87.468	2.5	0	3	2.33	1	1	2
92.456	2.5	0	3	2.7	12	2	1
97.868	2.5	0	3	2.5	12	2	2
103.13	2.5	0	3	2.39	3	1	1
108.241	2.5	0	3	2.35	3	1	2
113.241	2.5	0	3	2.31	9	2	1
118.215	2.5	1	0	2.46	9	2	2
123.464	2.5	0	3	2.32	6	1	1
128.525	2.5	0	3	2.35	6	1	2
133.614	2.5	0	3	2.41	2	1	1
138.673	2.5	1	0	2.41	2	1	2
143.807	2.5	1	0	2.39	11	2	1
148.904	2.5	0	3	2.48	11	2	2
154.082	2.5	0	3	2.67	7	2	1
159.596	2.5	0	3	2.44	7	2	2
164.769	2.5	0	3	2.43	10	2	1
169.91	2.5	0	3	2.5	10	2	2
181	2.5	0	3	2.32	10	2	1
186.111	2.5	0	3	2.36	10	2	2
191.229	2.5	0	3	2.4	4	1	1
196.38	2.5	1	0	2.42	4	1	2
201.603	2.5	0	3	2.5	9	2	1
206.771	2.5	0	3	2.62	9	2	2
212.074	2.5	0	3	2.6	10	2	1
217.34	2.5	0	3	2.74	10	2	2
231	2.5	0	3	2.62	8	2	1
236.29	2.5	0	3	2.56	8	2	2
251	2.5	0	3	2.46	5	1	1
256.256	2.5	0	3	2.41	5	1	2
261.334	2.5	0	3	2.6	7	2	1
266.769	2.5	0	3	2.62	7	2	2
272.219	2.5	0	3	2.7	12	2	1
277.768	2.5	0	3	2.49	12	2	2
291.001	2.5	0	3	2.22	5	1	1
296	2.5	0	3	2.46	5	1	2
301.118	2.5	0	3	2.46	9	2	1
306.272	2.5	0	3	2.41	9	2	2
311.339	2.5	0	3	2.36	11	2	1
316.496	2.5	0	3	2.51	11	2	2
321.698	2.5	0	3	2.37	6	1	1
326.903	2.5	0	3	2.48	6	1	2
332.088	2.5	0	3	2.52	2	1	1
337.34	2.5	0	3	2.55	2	1	2
351.003	2.5	0	3	2.4	11	2	1
356.249	2.5	0	3	2.52	11	2	2
361.381	2.5	0	3	2.37	3	1	1
366.472	2.5	0	3	2.4	3	1	2
371.625	2.5	0	3	2.58	5	1	1
376.904	2.5	0	3	2.37	5	1	2
382.068	2.5	0	3	2.33	1	1	1
387.218	2.5	0	3	2.35	1	1	2
392.098	2.5	0	3	2.42	4	1	1
397.222	2.5	0	3	2.58	4	1	2
402.45	2.5	1	0	2.5	8	2	1
407.85	2.5	0	3	2.58	8	2	2
