onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	1	0	2.68	12	2	1
6.002	2.5	0	3	2.26	12	2	2
11.001	2.5	0	3	2.46	3	1	1
16	2.5	1	0	2.9	3	1	2
21.001	2.5	0	3	2.44	6	1	1
26	2.5	0	3	2.31	6	1	2
31.001	2.5	0	3	2.47	11	2	1
36.003	2.5	0	3	2.37	11	2	2
41	2.5	0	3	2.66	7	2	1
46.001	2.5	0	3	2.33	7	2	2
51	2.5	0	3	2.23	1	1	1
56.002	2.5	0	3	2.28	1	1	2
61	2.5	1	0	2.85	8	2	1
66	2.5	0	3	2.5	8	2	2
81	2.5	0	3	2.26	10	2	1
86	2.5	0	3	2.43	10	2	2
91	2.5	1	0	2.72	5	1	1
96.002	2.5	0	3	2.39	5	1	2
101	2.5	0	3	2.2	11	2	1
106.002	2.5	0	3	2.3	11	2	2
111	2.5	0	3	2.22	3	1	1
116.001	2.5	1	0	2.15	3	1	2
131.001	2.5	1	0	2.55	10	2	1
136.002	2.5	1	0	2.97	10	2	2
141.001	2.5	0	3	2.19	10	2	1
146	2.5	0	3	2.72	10	2	2
151	2.5	1	0	2.36	6	1	1
156	2.5	1	0	2.88	6	1	2
171	2.5	0	3	2.65	4	1	1
176.001	2.5	0	3	2.12	4	1	2
181	2.5	1	0	1.95	4	1	1
186	2.5	0	3	2.12	4	1	2
191.001	2.5	1	0	0	7	2	1
196.412	2.5	1	0	2.66	7	2	2
201.001	2.5	0	3	2.09	11	2	1
206	2.5	0	3	2.18	11	2	2
211	2.5	0	3	2.72	12	2	1
216	2.5	1	0	2.95	12	2	2
221	2.5	0	3	2.62	2	1	1
226.002	2.5	0	3	2.58	2	1	2
231	2.5	0	3	2.54	7	2	1
236.002	2.5	1	0	2.53	7	2	2
241.001	2.5	0	3	2.97	9	2	1
246	2.5	0	3	3.13	9	2	2
251.002	2.5	0	3	2.39	1	1	1
256	2.5	0	3	2.34	1	1	2
261.001	2.5	1	0	2.48	4	1	1
266	2.5	0	3	2.15	4	1	2
271	2.5	0	3	2.55	12	2	1
276	2.5	0	3	2.38	12	2	2
281	2.5	0	3	2.38	2	1	1
286.001	2.5	1	0	2.71	2	1	2
291	2.5	1	0	2.98	8	2	1
296.001	2.5	0	3	2.58	8	2	2
301	2.5	0	3	2.59	9	2	1
306.003	2.5	1	0	2.79	9	2	2
321	2.5	0	3	2.82	5	1	1
326	2.5	0	3	2.4	5	1	2
341	2.5	0	3	2.12	1	1	1
346.002	2.5	0	3	2.03	1	1	2
351	2.5	1	0	2.52	2	1	1
356.001	2.5	0	3	3.27	2	1	2
361	2.5	0	3	2.36	3	1	1
366	2.5	1	0	2.7	3	1	2
371	2.5	0	3	2.13	9	2	1
376	2.5	1	0	2.74	9	2	2
381	2.5	1	0	2.44	5	1	1
386	2.5	0	3	2.63	5	1	2
391.002	2.5	0	3	2.28	6	1	1
396.002	2.5	1	0	3.16	6	1	2
401	2.5	1	0	3.1	8	2	1
406.002	2.5	0	3	3.2	8	2	2
